,rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database
0,1,NADPH oxidase complex (GO:0043020),1.8280524849960873e-08,212.13829787234042,3779.7591792397943,"['NCF1', 'NCF2', 'NOXA1', 'NOXO1']",1.9011745843959308e-06,GO_Cellular_Component_2021
1,2,intracellular organelle lumen (GO:0070013),1.077385849589523e-06,7.034596981965403,96.662206918163,"['PRDX3', 'GSTK1', 'GPX1', 'TXNRD2', 'IDH1', 'GSTP1', 'GSR', 'CAT', 'HBA1', 'APOE', 'SOD3', 'CTSB']",5.602406417865519e-05,GO_Cellular_Component_2021
2,3,secondary lysosome (GO:0005767),8.544816199920117e-06,95.84615384615384,1118.542418931542,"['NCF1', 'NCF2', 'SQSTM1']",0.000296220294930564,GO_Cellular_Component_2021
3,4,phagolysosome (GO:0032010),6.343848911664257e-05,271.3741496598639,2622.950505962369,"['NCF1', 'NCF2']",0.001649400717032707,GO_Cellular_Component_2021
4,5,cytoplasmic vesicle lumen (GO:0060205),0.00021043610928885286,15.210274103891125,128.77517667818253,"['IDH1', 'GSTP1', 'CAT', 'EPX']",0.0031458258210676185,GO_Cellular_Component_2021
5,6,microbody lumen (GO:0031907),0.0002649410581707226,27.04211956521739,222.7189826983152,"['GSTK1', 'IDH1', 'CAT']",0.0031458258210676185,GO_Cellular_Component_2021
6,7,peroxisomal matrix (GO:0005782),0.0002649410581707226,27.04211956521739,222.7189826983152,"['GSTK1', 'IDH1', 'CAT']",0.0031458258210676185,GO_Cellular_Component_2021
7,8,vesicle (GO:0031982),0.00027117503228344514,9.702931339759985,79.68771122797502,"['ALS2', 'IFT172', 'GSTP1', 'APOE', 'ACTB']",0.0031458258210676185,GO_Cellular_Component_2021
8,9,ficolin-1-rich granule lumen (GO:1904813),0.0002722349268231593,14.182013230824245,116.41795070986669,"['IDH1', 'GSTP1', 'CAT', 'CTSB']",0.0031458258210676185,GO_Cellular_Component_2021
9,10,peroxisome (GO:0005777),0.00031691266846122293,13.606726149622512,109.62781850503536,"['GSTK1', 'IDH1', 'CAT', 'VIM']",0.0032958917519967184,GO_Cellular_Component_2021
10,11,secretory granule lumen (GO:0034774),0.0012359480968201267,6.863553753669789,45.95778566723408,"['IDH1', 'GSTP1', 'CAT', 'EPX', 'PRDX6']",0.01013860106344542,GO_Cellular_Component_2021
11,12,ficolin-1-rich granule (GO:0101002),0.00123644163103707,9.347044917257683,62.58330447215744,"['IDH1', 'GSTP1', 'CAT', 'CTSB']",0.01013860106344542,GO_Cellular_Component_2021
12,13,endocytic vesicle lumen (GO:0071682),0.0012979027758576402,42.81417830290011,284.5860815063359,"['HBA1', 'APOE']",0.01013860106344542,GO_Cellular_Component_2021
13,14,endocytic vesicle (GO:0030139),0.0013648116816176526,9.092121909143186,59.97835357283568,"['EHD2', 'HBA1', 'APOE', 'DNM2']",0.01013860106344542,GO_Cellular_Component_2021
14,15,mitochondrial matrix (GO:0005759),0.0018889403552898522,6.213081505894283,38.966827241605934,"['PRDX3', 'GSTK1', 'GPX1', 'TXNRD2', 'GSR']",0.013096653130009642,GO_Cellular_Component_2021
15,16,polymeric cytoskeletal fiber (GO:0099513),0.004088561262472096,6.652144545761567,36.58388229620283,"['APC', 'VIM', 'ACTB', 'DNM2']",0.026575648206068624,GO_Cellular_Component_2021
16,17,early endosome (GO:0005769),0.004682086380208953,6.3949975637485785,34.30284022282974,"['PRDX3', 'EHD2', 'ALS2', 'APOE']",0.028643351973043005,GO_Cellular_Component_2021
17,18,extracellular membrane-bounded organelle (GO:0065010),0.008991854373300795,15.037792894935752,70.84960152911859,"['IFT172', 'APOE']",0.05195293637907126,GO_Cellular_Component_2021
18,19,extracellular vesicle (GO:1903561),0.00994188290783623,14.244181883279628,65.67990626739639,"['IFT172', 'APOE']",0.051966300362925995,GO_Cellular_Component_2021
19,20,microtubule cytoskeleton (GO:0015630),0.00999351930056269,5.106903507059665,23.521470476997305,"['EHD2', 'APC', 'ERCC2', 'DNM2']",0.051966300362925995,GO_Cellular_Component_2021
20,21,Lewy body (GO:0097413),0.012686284934182437,99.725,435.52239025630115,['GPX1'],0.05812240857018464,GO_Cellular_Component_2021
21,22,endolysosome lumen (GO:0036021),0.012686284934182437,99.725,435.52239025630115,['CTSB'],0.05812240857018464,GO_Cellular_Component_2021
22,23,neuron projection (GO:0043005),0.013383062439505412,3.826639311922986,16.50722414187825,"['PRNP', 'ALS2', 'APOE', 'ACTB', 'DNM2']",0.05812240857018464,GO_Cellular_Component_2021
23,24,glutamatergic synapse (GO:0098978),0.013412863516196458,12.112092598233323,52.221784663977374,"['APOE', 'ACTB']",0.05812240857018464,GO_Cellular_Component_2021
24,25,focal adhesion (GO:0005925),0.016879454280696322,4.347758457863452,17.746063611943864,"['CAT', 'VIM', 'ACTB', 'DNM2']",0.06897145424451119,GO_Cellular_Component_2021
25,26,low-density lipoprotein particle (GO:0034362),0.01771652174638986,66.47666666666667,268.1175238998497,['APOE'],0.06897145424451119,GO_Cellular_Component_2021
26,27,cell-substrate junction (GO:0030055),0.017906050621171177,4.268194217130388,17.169308908672093,"['CAT', 'VIM', 'ACTB', 'DNM2']",0.06897145424451119,GO_Cellular_Component_2021
27,28,tight junction (GO:0070160),0.019890558755166265,9.769363166953529,38.271578820886354,"['APC', 'ACTB']",0.07387921823347471,GO_Cellular_Component_2021
28,29,autolysosome (GO:0044754),0.02521480619684272,44.31111111111111,163.07924167915206,['SQSTM1'],0.08428325635490483,GO_Cellular_Component_2021
29,30,chylomicron (GO:0042627),0.02521480619684272,44.31111111111111,163.07924167915206,['APOE'],0.08428325635490483,GO_Cellular_Component_2021
30,31,transcription factor TFIIH core complex (GO:0000439),0.02521480619684272,44.31111111111111,163.07924167915206,['ERCC2'],0.08428325635490483,GO_Cellular_Component_2021
31,32,apical junction complex (GO:0043296),0.025933309647663022,8.440901360544217,30.828088273635288,"['APC', 'ACTB']",0.08428325635490483,GO_Cellular_Component_2021
32,33,phagocytic vesicle (GO:0045335),0.026921481071539247,8.26780508121616,29.886716110404755,"['NCF1', 'NCF2']",0.0848434554981843,GO_Cellular_Component_2021
33,34,transcription factor TFIIH holo complex (GO:0005675),0.030182459639590885,36.25090909090909,126.89610172901739,['ERCC2'],0.09232281772110153,GO_Cellular_Component_2021
34,35,dendrite (GO:0030425),0.03149711843589369,4.6072097378277155,15.9310826499678,"['PRNP', 'ALS2', 'APOE']",0.0935914376380841,GO_Cellular_Component_2021
35,36,triglyceride-rich plasma lipoprotein particle (GO:0034385),0.03758743944760645,28.478571428571428,93.44062326514334,['APOE'],0.10565118115002896,GO_Cellular_Component_2021
36,37,very-low-density lipoprotein particle (GO:0034361),0.03758743944760645,28.478571428571428,93.44062326514334,['APOE'],0.10565118115002896,GO_Cellular_Component_2021
37,38,adherens junction (GO:0005912),0.04467199742194479,6.222605965463108,19.342400836832276,"['APC', 'ACTB']",0.11772345927663146,GO_Cellular_Component_2021
38,39,asymmetric synapse (GO:0032279),0.04528159945206039,6.174793581554759,19.11008783905185,"['PRNP', 'DNM2']",0.11772345927663146,GO_Cellular_Component_2021
39,40,H4/H2A histone acetyltransferase complex (GO:0043189),0.04737458019912608,22.145555555555557,67.53662482568532,['ACTB'],0.11772345927663146,GO_Cellular_Component_2021
40,41,high-density lipoprotein particle (GO:0034364),0.04737458019912608,22.145555555555557,67.53662482568532,['APOE'],0.11772345927663146,GO_Cellular_Component_2021
41,42,postsynaptic density (GO:0014069),0.0483757782960733,5.946278511404562,18.00982695071836,"['PRNP', 'DNM2']",0.11772345927663146,GO_Cellular_Component_2021
42,43,anchored component of external side of plasma membrane (GO:0031362),0.04980607892472869,20.978947368421053,62.92883309083605,['PRNP'],0.11772345927663146,GO_Cellular_Component_2021
43,44,NuA4 histone acetyltransferase complex (GO:0035267),0.04980607892472869,20.978947368421053,62.92883309083605,['ACTB'],0.11772345927663146,GO_Cellular_Component_2021
44,45,intrinsic component of external side of plasma membrane (GO:0031233),0.059471376321145186,17.32695652173913,48.901178953928365,['PRNP'],0.136909584224606,GO_Cellular_Component_2021
45,46,endocytic vesicle membrane (GO:0030666),0.061481667915908686,5.178702250130821,14.443484632546348,"['APOE', 'DNM2']",0.136909584224606,GO_Cellular_Component_2021
46,47,endolysosome (GO:0036019),0.0618726005630431,16.604166666666668,46.204046595553486,['CTSB'],0.136909584224606,GO_Cellular_Component_2021
47,48,endosome lumen (GO:0031904),0.06426781435749045,15.9392,43.74826370127252,['CTSB'],0.13924693110789596,GO_Cellular_Component_2021
