,rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database
0,1,Glutathione metabolism,1.5769835177318187e-18,118.98532608695652,4877.329621666566,"['GSTK1', 'GPX2', 'GCLC', 'GPX1', 'GPX4', 'GPX3', 'IDH1', 'GSTP1', 'GSR', 'GCLM', 'PRDX6']",1.6400628584410915e-16,KEGG_2021_Human
1,2,Fluid shear stress and atherosclerosis,1.4081307271616496e-06,19.865664160401003,267.6550091613887,"['NQO1', 'NCF1', 'NCF2', 'GSTP1', 'SQSTM1', 'ACTB']",7.322279781240578e-05,KEGG_2021_Human
2,3,Pathways of neurodegeneration,2.7958753390037305e-06,8.95907418761496,114.56295456659342,"['PRNP', 'GPX2', 'CCS', 'GPX1', 'APC', 'ALS2', 'GPX3', 'CAT', 'SQSTM1']",7.332648616811737e-05,KEGG_2021_Human
3,4,Ferroptosis,3.5417004287852328e-06,45.80103507763082,574.8443759953128,"['PRNP', 'GCLC', 'GPX4', 'GCLM']",7.332648616811737e-05,KEGG_2021_Human
4,5,Amyotrophic lateral sclerosis,3.585589578614609e-06,10.239351972824666,128.38701209174562,"['GPX2', 'CCS', 'GPX1', 'ALS2', 'GPX3', 'CAT', 'SQSTM1', 'ACTB']",7.332648616811737e-05,KEGG_2021_Human
5,6,Hepatocellular carcinoma,4.230374202006772e-06,16.28559670781893,201.50527260690166,"['NQO1', 'APC', 'TXNRD2', 'TXNRD1', 'GSTP1', 'ACTB']",7.332648616811737e-05,KEGG_2021_Human
6,7,Arachidonic acid metabolism,1.7577991334558057e-05,29.700634565136244,325.1881768112439,"['GPX2', 'GPX1', 'GPX3', 'PTGS1']",0.0002611587283991483,KEGG_2021_Human
7,8,Thyroid hormone synthesis,3.9878990324411906e-05,23.827389871141744,241.3633802662286,"['GPX2', 'GPX1', 'GPX3', 'GSR']",0.0005184268742173548,KEGG_2021_Human
8,9,Cysteine and methionine metabolism,0.00028134681783249164,26.465425531914892,216.37926602740956,"['LDHA', 'GCLC', 'GCLM']",0.0032511187838421256,KEGG_2021_Human
9,10,Selenocompound metabolism,0.0008460435467739499,54.2421768707483,383.7601319651186,"['TXNRD2', 'TXNRD1']",0.008798852886449078,KEGG_2021_Human
10,11,Peroxisome,0.001200370609876017,15.719936708860759,105.71853823216108,"['GSTK1', 'IDH1', 'CAT']",0.011348958493373251,KEGG_2021_Human
11,12,Drug metabolism,0.0026415021950828782,11.811904761904762,70.1202801402476,"['GSTK1', 'GSTP1', 'AOX1']",0.02289301902405161,KEGG_2021_Human
12,13,Leukocyte transendothelial migration,0.0030781257403327544,11.170045045045045,64.60122268587419,"['NCF1', 'NCF2', 'ACTB']",0.024625005922662035,KEGG_2021_Human
13,14,Osteoclast differentiation,0.004169627405839567,9.992439516129032,54.75785507102949,"['NCF1', 'NCF2', 'SQSTM1']",0.030974375014808216,KEGG_2021_Human
14,15,Tryptophan metabolism,0.005142712440588032,20.31530612244898,107.06521085671017,"['CAT', 'AOX1']",0.03565613958807702,KEGG_2021_Human
15,16,Nucleotide excision repair,0.006404577296381477,18.053514739229026,91.18365130979143,"['ERCC2', 'ERCC6']",0.0416297524264796,KEGG_2021_Human
16,17,Phagosome,0.0068641742413193966,8.305369127516778,41.3726941022479,"['NCF1', 'NCF2', 'ACTB']",0.04199259535865983,KEGG_2021_Human
17,18,Pathways in cancer,0.01113999612752157,4.013679947098694,18.050375209704733,"['NQO1', 'APC', 'TXNRD2', 'TXNRD1', 'GSTP1']",0.06436442207012463,KEGG_2021_Human
18,19,Neutrophil extracellular trap formation,0.01240512301072721,6.640793010752688,29.150728787499563,"['NCF1', 'NCF2', 'ACTB']",0.0679017259534542,KEGG_2021_Human
19,20,Central carbon metabolism in cancer,0.013785064109602813,11.933373349339735,51.12459513583281,"['LDHA', 'IDH1']",0.06869890962499044,KEGG_2021_Human
20,21,Diabetic cardiomyopathy,0.015011063572982562,6.1715625,25.914192078770647,"['NCF1', 'NCF2', 'GSR']",0.06869890962499044,KEGG_2021_Human
21,22,Vitamin B6 metabolism,0.015204551534686514,79.776,333.9551362891586,['AOX1'],0.06869890962499044,KEGG_2021_Human
22,23,Metabolism of xenobiotics by cytochrome P450,0.016111205418151742,10.962493105350248,45.25580539158434,"['GSTK1', 'GSTP1']",0.06869890962499044,KEGG_2021_Human
23,24,Bacterial invasion of epithelial cells,0.016514160967545776,10.81578231292517,44.382963182956786,"['ACTB', 'DNM2']",0.06869890962499044,KEGG_2021_Human
24,25,Leishmaniasis,0.016514160967545776,10.81578231292517,44.382963182956786,"['NCF1', 'NCF2']",0.06869890962499044,KEGG_2021_Human
25,26,Fc gamma R-mediated phagocytosis,0.025444942939559963,8.530182599355532,31.316332735865863,"['NCF1', 'DNM2']",0.10177977175823985,KEGG_2021_Human
26,27,Ubiquinone and other terpenoid-quinone biosynthesis,0.027701743059261864,39.878,143.01287394480332,['NQO1'],0.10670301030234199,KEGG_2021_Human
27,28,Prion disease,0.03239139730243915,4.555324074074074,15.624134792439976,"['PRNP', 'NCF1', 'NCF2']",0.12031090426620257,KEGG_2021_Human
28,29,Platelet activation,0.03990921566444039,6.633322181331549,21.36691256214066,"['ACTB', 'PTGS1']",0.14312270445178624,KEGG_2021_Human
29,30,Huntington disease,0.0430990471759396,4.052392739273928,12.74175365804928,"['GPX2', 'GPX1', 'GPX3']",0.14941003020992394,KEGG_2021_Human
30,31,Autophagy,0.04775084997182041,5.990627362055934,18.222041170234398,"['SQSTM1', 'CTSB']",0.16019639990546203,KEGG_2021_Human
31,32,Steroid biosynthesis,0.04980607892472869,20.978947368421053,62.92883309083605,['DHCR24'],0.16042910912280778,KEGG_2021_Human
32,33,Apoptosis,0.050905390394737085,5.775218658892128,17.197367922338803,"['ACTB', 'CTSB']",0.16042910912280778,KEGG_2021_Human
33,34,Hippo signaling pathway,0.06492915255761826,5.016605399923945,13.717699598921731,"['APC', 'ACTB']",0.1986068195880088,KEGG_2021_Human
34,35,Citrate cycle (TCA cycle),0.07378885927971658,13.73793103448276,35.80857002720438,['IDH1'],0.213167815696959,KEGG_2021_Human
