,rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database
0,1,alpha-Hexylcinnamaldehyde CTD 00002937,4.020696581094395e-19,211.30434782608697,8950.358059908029,"['NQO1', 'GCLC', 'SRXN1', 'GPX3', 'TXNRD2', 'TXNRD1', 'GSR', 'CAT', 'GCLM', 'SOD3']",6.887453243414699e-16,DSigDB
1,2,cinnamyl alcohol CTD 00001006,1.098019840398299e-18,186.89493433395873,7728.670566948009,"['NQO1', 'GCLC', 'SRXN1', 'GPX3', 'TXNRD2', 'TXNRD1', 'GSR', 'CAT', 'GCLM', 'SOD3']",9.40453993301143e-16,DSigDB
2,3,Bandrowski's base CTD 00002216,3.634581403124123e-18,161.9430894308943,6502.9928087917915,"['NQO1', 'GCLC', 'SRXN1', 'GPX3', 'TXNRD2', 'TXNRD1', 'GSR', 'CAT', 'GCLM', 'SOD3']",2.075345981183874e-15,DSigDB
3,4,CHEBI:18224 CTD 00001728,9.997256899967758e-17,110.33813747228382,4065.037479525391,"['NQO1', 'GCLC', 'SRXN1', 'GPX3', 'TXNRD2', 'TXNRD1', 'GSR', 'CAT', 'GCLM', 'SOD3']",4.281325267411192e-14,DSigDB
4,5,"1-chloro-2,4-dinitrobenzene CTD 00005848",8.585839904351855e-16,32.728070175438596,1135.37757167008,"['NQO1', 'SRXN1', 'GPX3', 'TXNRD2', 'TXNRD1', 'IDH1', 'GSTP1', 'GSR', 'SOD3', 'PRDX3', 'GCLC', 'CAT', 'GCLM', 'CTSB']",2.941508751230946e-13,DSigDB
5,6,eugenol CTD 00005949,5.916865298831537e-15,40.88797108931337,1339.5295777231393,"['PRDX3', 'NQO1', 'GCLC', 'SRXN1', 'GPX3', 'TXNRD2', 'TXNRD1', 'GSTP1', 'GSR', 'CAT', 'GCLM', 'SOD3']",1.6892650428164038e-12,DSigDB
6,7,ACROLEIN CTD 00005313,4.592553362613369e-14,42.5841796875,1307.8348995861,"['PRDX3', 'NQO1', 'GCLC', 'NCF1', 'NCF2', 'TXNRD1', 'GSTP1', 'VIM', 'APOE', 'GCLM', 'SQSTM1']",1.1238634157366717e-11,DSigDB
7,8,HEXANE CTD 00001239,1.5278655622621392e-13,186.52941176470588,5504.4334185245,"['NQO1', 'GCLC', 'SRXN1', 'TXNRD1', 'GSR', 'VIM', 'GCLM']",3.2711552661014297e-11,DSigDB
8,9,PARAQUAT CTD 00006471,1.718645498827371e-13,30.23038652889399,888.5336287924955,"['PRDX3', 'NQO1', 'GPX2', 'GCLC', 'GPX1', 'UCP2', 'CAT', 'NGB', 'DHCR24', 'GCLM', 'SQSTM1', 'ACTB']",3.2711552661014297e-11,DSigDB
9,10,Glycidamide CTD 00002776,2.541998646850464e-13,46.540806754221386,1349.7139065580066,"['PRDX3', 'NQO1', 'GPX2', 'SRXN1', 'GPX3', 'TXNRD1', 'GCLM', 'SEPP1', 'SQSTM1', 'PRDX6']",4.3544436820548454e-11,DSigDB
10,11,disulfiram CTD 00005860,3.035372089064545e-13,45.65807639208467,1316.0151636379157,"['NQO1', 'GCLC', 'SRXN1', 'GPX3', 'TXNRD2', 'TXNRD1', 'GSR', 'CAT', 'GCLM', 'SOD3']",4.3993625172621834e-11,DSigDB
11,12,cinnamaldehyde CTD 00000671,3.081865160954244e-13,35.348214285714285,1018.3138747658069,"['NQO1', 'GPX2', 'GCLC', 'NCF1', 'ALS2', 'SRXN1', 'TXNRD1', 'GSTP1', 'GSR', 'GCLM', 'SQSTM1']",4.3993625172621834e-11,DSigDB
12,13,TERT-BUTYL HYDROPEROXIDE CTD 00007349,3.173932359702731e-12,9.879015151515151,261.55729717383053,"['NQO1', 'GSTK1', 'PRNP', 'GPX2', 'GPX1', 'GPX4', 'SRXN1', 'TXNRD1', 'GSR', 'SEPP1', 'PRDX6', 'ACTB', 'DNM2', 'GCLC', 'CAT', 'AOX1', 'VIM', 'APOE', 'GCLM', 'SQSTM1', 'CTSB']",4.1822662555159833e-10,DSigDB
13,14,sulforaphane CTD 00000857,8.99383566243264e-12,41.695378151260506,1060.5003325485532,"['PRDX3', 'NQO1', 'GCLC', 'TXNRD1', 'GSTP1', 'GSR', 'VIM', 'GCLM', 'ACTB']",1.1004600349819366e-09,DSigDB
14,15,Superoxide BOSS,4.0829568296180296e-11,26.938274969341872,644.4070313704917,"['GSTK1', 'LDHA', 'GPX1', 'NCF1', 'NCF2', 'UCP2', 'NOXA1', 'SOD3', 'CYGB', 'PTGS1']",4.66273669942379e-09,DSigDB
15,16,benzoic acid CTD 00007316,5.761797731025107e-11,126.52698412698413,2983.150300885575,"['NQO1', 'GCLC', 'SRXN1', 'TXNRD1', 'GSR', 'GCLM']",5.8058585372035345e-09,DSigDB
16,17,lactic acid CTD 00007283,5.761797731025107e-11,126.52698412698413,2983.150300885575,"['NQO1', 'GCLC', 'SRXN1', 'TXNRD1', 'GSR', 'GCLM']",5.8058585372035345e-09,DSigDB
