,rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database
0,1,Cadmium Chloride-8 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-up,4.454029874330119e-09,16.193968358602504,311.40121109920483,"['NQO1', 'GPX2', 'LDHA', 'GCLC', 'SRXN1', 'GPX3', 'TXNRD1', 'GSR', 'APOE', 'GCLM']",2.6848086515096442e-05,DrugMatrix
1,2,Benzyl Acetate-1868 mg/kg in CMC-Rat-Kidney-3d-up,9.157844881699842e-09,14.961128048780488,276.9103568802043,"['NQO1', 'GPX2', 'LDHA', 'GCLC', 'SRXN1', 'GPX3', 'GSR', 'APOE', 'GCLM', 'SEPP1']",2.6848086515096442e-05,DrugMatrix
2,3,24-Diaminophenol-60 mg/kg in Water-Rat-Kidney-1d-up,1.0869670653885199e-08,14.681280861888373,269.2148964395481,"['NQO1', 'GPX2', 'LDHA', 'SRXN1', 'GPX3', 'GSR', 'VIM', 'APOE', 'GCLM', 'SEPP1']",2.6848086515096442e-05,DrugMatrix
3,4,Aminoglutethimide-350 mg/kg in CMC-Rat-Liver-1d-up,7.271410622941093e-08,14.130632790028763,232.26140208541085,"['NQO1', 'GPX2', 'CCS', 'GCLC', 'SRXN1', 'GSR', 'AOX1', 'APOE', 'GCLM']",0.000107762305431987,DrugMatrix
4,5,Roxarsone-11 mg/kg in Corn Oil-Rat-Kidney-0.25d-up,7.271410622941093e-08,14.130632790028763,232.26140208541085,"['NQO1', 'GPX2', 'LDHA', 'SRXN1', 'TXNRD1', 'GSR', 'APOE', 'GCLM', 'SEPP1']",0.000107762305431987,DrugMatrix
5,6,Zidovudine-1540 mg/kg in Corn Oil-Rat-Liver-5d-up,1.415188370217922e-07,13.020344980097303,205.3416863472295,"['NQO1', 'CCS', 'LDHA', 'GCLC', 'GSR', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.00017477576372191338,DrugMatrix
6,7,Cadmium Chloride-8 uM in DMSO-Rat-Primary rat hepatocytes-1d-up,1.8860457377474184e-07,15.408247019738127,238.57533718789057,"['NQO1', 'GPX2', 'LDHA', 'GCLC', 'SRXN1', 'GSR', 'APOE', 'GCLM']",0.00019965141309583387,DrugMatrix
7,8,Modafinil-325 mg/kg in Saline-Rat-Liver-0.25d-up,3.1389321932551015e-07,14.368627450980393,215.15888760533082,"['NQO1', 'LDHA', 'GCLC', 'SRXN1', 'GSR', 'AOX1', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
8,9,Aldosterone-0.065 mg/kg in Saline-Rat-Heart-5d-dn,4.403830698373921e-07,13.714484800975525,200.7200000503129,"['EHD2', 'LDHA', 'GCLC', 'GPX3', 'UCP2', 'VIM', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
9,10,Mercuric Chloride-2.5 mg/kg in Water-Rat-Kidney-1d-up,5.254543691332238e-07,11.06483226535997,159.98643720587793,"['NQO1', 'GPX2', 'LDHA', 'GCLC', 'GPX3', 'GSR', 'APOE', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
10,11,Oxcarbazepine-1600 mg/kg in CMC-Rat-Kidney-3d-up,5.470792603908954e-07,13.310105708245244,191.91405042055487,"['NQO1', 'GPX2', 'GCLC', 'SRXN1', 'GPX3', 'GSR', 'APOE', 'SEPP1']",0.00026218518509251966,DrugMatrix
11,12,Quetiapine-500 mg/kg in CMC-Rat-Liver-1d-up,5.618547279677801e-07,13.261206605999327,190.8555840048903,"['NQO1', 'CCS', 'LDHA', 'GCLC', 'GSR', 'AOX1', 'APOE', 'GCLM']",0.00026218518509251966,DrugMatrix
12,13,123-Trichloropropane-108 mg/kg in CMC-Rat-Kidney-3d-up,5.769705487682973e-07,13.212660565863487,189.8061399388361,"['NQO1', 'GPX2', 'LDHA', 'GCLC', 'GSR', 'APOE', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
13,14,Melatonin-2000 mg/kg in Corn Oil-Rat-Liver-5d-up,5.924331899817653e-07,13.164463777814957,188.7656111582918,"['NQO1', 'GPX2', 'CCS', 'GCLC', 'GSR', 'AOX1', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
14,15,Chloroform-600 mg/kg in Corn Oil-Rat-Liver-3d-up,6.082492148367359e-07,13.116612486454947,187.73389223610536,"['NQO1', 'GPX2', 'GCLC', 'GSR', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
15,16,Cisplatin-1.17 mg/kg in Saline-Rat-Liver-0.25d-up,6.751818333023662e-07,12.928589037718794,183.6930621773495,"['NQO1', 'CCS', 'LDHA', 'GSR', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
16,17,2-Nitroanisole-740 mg/kg in CMC-Rat-Kidney-3d-up,7.483193062886009e-07,12.745806660724414,179.78516101335617,"['NQO1', 'GPX2', 'GCLC', 'SRXN1', 'GPX3', 'GSR', 'APOE', 'GCLM']",0.00026218518509251966,DrugMatrix
17,18,Carbimazole-400 mg/kg in Water-Rat-Liver-3d-up,7.873601687336675e-07,12.656312867144122,177.87916227249386,"['NQO1', 'GPX2', 'CCS', 'GSR', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
18,19,Sertraline-210 mg/kg in Corn Oil-Rat-Liver-3d-up,7.873601687336675e-07,12.656312867144122,177.87916227249386,"['NQO1', 'CCS', 'GCLC', 'SRXN1', 'GSR', 'AOX1', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
19,20,Azaribine-750 mg/kg in CMC-Rat-Heart-1d-dn,8.075250690123026e-07,12.612028869286288,176.93783240413418,"['EHD2', 'LDHA', 'GPX3', 'UCP2', 'VIM', 'APOE', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
20,21,Fenofibrate-100 mg/kg in Corn Oil-Rat-Liver-1d-dn,8.281299730190435e-07,12.568049228802046,176.00416444693013,"['NQO1', 'LDHA', 'GCLC', 'GSR', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
21,22,Acetaminophen-972 mg/kg in Corn Oil-Rat-Liver-3d-up,8.491827857247601e-07,12.52437081873208,175.07807169606795,"['NQO1', 'GPX2', 'GCLC', 'SRXN1', 'GSR', 'AOX1', 'APOE', 'GCLM']",0.00026218518509251966,DrugMatrix
22,23,Bupropion-895 mg/kg in Water-Rat-Liver-3d-up,8.491827857247601e-07,12.52437081873208,175.07807169606795,"['NQO1', 'CCS', 'GCLC', 'GSR', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
23,24,Carbon Tetrachloride-1175 mg/kg in Corn Oil-Rat-Kidney-1d-up,8.491827857247601e-07,12.52437081873208,175.07807169606795,"['GPX2', 'GCLC', 'GPX3', 'GSR', 'VIM', 'APOE', 'GCLM', 'SEPP1']",0.00026218518509251966,DrugMatrix
24,25,Doxorubicin-1.5 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-up,9.380351134029851e-07,12.352608422375864,171.4477624528853,"['NQO1', 'LDHA', 'GCLC', 'SRXN1', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.00026323950742177026,DrugMatrix
25,26,4-Chloro-2-Nitroaniline-1200 mg/kg in CMC-Rat-Kidney-1d-up,9.853624850023093e-07,12.268456375838927,169.67589557276898,"['NQO1', 'GPX2', 'GCLC', 'SRXN1', 'GSR', 'APOE', 'GCLM', 'SEPP1']",0.00026323950742177026,DrugMatrix
26,27,Carbamazepine-490 mg/kg in CMC-Rat-Liver-1d-up,9.853624850023093e-07,12.268456375838927,169.67589557276898,"['NQO1', 'CCS', 'GCLC', 'SRXN1', 'GSR', 'AOX1', 'APOE', 'GCLM']",0.00026323950742177026,DrugMatrix
27,28,Chlorobenzene-500 mg/kg in CMC-Rat-Kidney-5d-up,1.0601738841070814e-06,12.144325117824307,167.07042330886594,"['NQO1', 'GPX2', 'GCLC', 'SRXN1', 'GPX3', 'GSR', 'APOE', 'GCLM']",0.00026323950742177026,DrugMatrix
28,29,Praziquantel-1200 mg/kg in CMC-Rat-Liver-1d-up,1.0601738841070814e-06,12.144325117824307,167.07042330886594,"['NQO1', 'GPX2', 'GCLC', 'SRXN1', 'GSR', 'AOX1', 'APOE', 'GCLM']",0.00026323950742177026,DrugMatrix
29,30,Tolazamide-1500 mg/kg in CMC-Rat-Liver-5d-up,1.08616541371544e-06,12.10349607269367,166.21558117057367,"['NQO1', 'CCS', 'GCLC', 'SRXN1', 'GSR', 'AOX1', 'APOE', 'SEPP1']",0.00026323950742177026,DrugMatrix
30,31,Chlorzoxazone-763 mg/kg in CMC-Rat-Liver-1d-up,1.1126993425780196e-06,12.06293652621076,165.36743917514573,"['NQO1', 'LDHA', 'GCLC', 'SRXN1', 'GSR', 'AOX1', 'APOE', 'GCLM']",0.00026323950742177026,DrugMatrix
31,32,Dibromochloromethane-325 mg/kg in CMC-Rat-Kidney-3d-up,1.1397849744087993e-06,12.022643818849449,164.52592439706478,"['NQO1', 'GPX2', 'LDHA', 'SRXN1', 'GSR', 'APOE', 'GCLM', 'SEPP1']",0.00026323950742177026,DrugMatrix
32,33,Methapyrilene-100 mg/kg in CMC-Rat-Liver-1d-up,1.195649183032654e-06,11.942848457212342,162.86248987391215,"['NQO1', 'LDHA', 'GCLC', 'GSR', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.00026323950742177026,DrugMatrix
33,34,Dipyrone-1636 mg/kg in Water-Rat-Liver-3d-up,1.2538349674990494e-06,11.86408939897312,161.2247143139698,"['NQO1', 'GPX2', 'GCLC', 'SRXN1', 'GSR', 'AOX1', 'GCLM', 'SEPP1']",0.00026323950742177026,DrugMatrix
34,35,Anastrozole-400 mg/kg in CMC-Rat-Liver-3d-up,1.3144212921195007e-06,11.786346586646662,159.61204995950948,"['NQO1', 'GPX2', 'CCS', 'GCLC', 'SRXN1', 'GSR', 'AOX1', 'GCLM']",0.00026323950742177026,DrugMatrix
35,36,Lorazepam-2000 mg/kg in CMC-Rat-Liver-5d-up,1.3144212921195007e-06,11.786346586646662,159.61204995950948,"['NQO1', 'GPX2', 'GCLC', 'SRXN1', 'GSR', 'AOX1', 'GCLM', 'SEPP1']",0.00026323950742177026,DrugMatrix
36,37,Valproic Acid-850 mg/kg in Water-Rat-Bone marrow-1d-dn,1.3144212921195007e-06,11.786346586646662,159.61204995950948,"['CCS', 'LDHA', 'GCLC', 'GPX3', 'UCP2', 'VIM', 'GCLM', 'SEPP1']",0.00026323950742177026,DrugMatrix
37,38,Foscarnet-350 mg/kg in Saline-Rat-Kidney-3d-dn,1.6189892069526644e-06,11.448567471021361,152.6518619711023,"['CCS', 'LDHA', 'GCLC', 'GPX3', 'VIM', 'APOE', 'GCLM', 'SEPP1']",0.00030682438480364286,DrugMatrix
38,39,Griseofulvin-2500 mg/kg in Corn Oil-Rat-Liver-1d-up,1.6562719827457106e-06,11.412209302325582,151.9072478378269,"['NQO1', 'GPX2', 'GCLC', 'GSR', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.00030682438480364286,DrugMatrix
39,40,Omeprazole-415 mg/kg in Corn Oil-Rat-Liver-1d-up,1.6562719827457106e-06,11.412209302325582,151.9072478378269,"['NQO1', 'CCS', 'LDHA', 'GPX3', 'GSR', 'AOX1', 'GCLM', 'SEPP1']",0.00030682438480364286,DrugMatrix
40,41,Pantoprazole-1100 mg/kg in Water-Rat-Liver-5d-up,1.8128185070985592e-06,11.26902095894344,148.98353106542106,"['NQO1', 'GPX2', 'CCS', 'GSR', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.0003276337838439103,DrugMatrix
41,42,6-Mercaptopurine-25 mg/kg in Corn Oil-Rat-Liver-1d-up,2.1640410837203956e-06,10.992995236760997,143.38749847089514,"['NQO1', 'CCS', 'LDHA', 'GCLC', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.00037374467505247883,DrugMatrix
42,43,Stavudine-1120 uM in DMSO-Rat-Primary rat hepatocytes-1d-up,2.1688287486176234e-06,13.69988090512108,178.6645758265114,"['NQO1', 'LDHA', 'SRXN1', 'TXNRD1', 'GSR', 'APOE', 'GCLM']",0.00037374467505247883,DrugMatrix
43,44,Enoxacin-750 mg/kg in Corn Oil-Rat-Liver-5d-dn,3.2375514587996563e-06,10.387861922745644,131.30977594807933,"['NQO1', 'CCS', 'LDHA', 'GCLC', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.000536937538784131,DrugMatrix
44,45,Rabeprazole-1024 mg/kg in Water-Rat-Liver-5d-up,3.2607542841141563e-06,12.847894932935917,162.3145489037733,"['NQO1', 'GCLC', 'GSR', 'AOX1', 'APOE', 'GCLM', 'SEPP1']",0.000536937538784131,DrugMatrix
45,46,Nitrobenzene-225 mg/kg in CMC-Rat-Kidney-1d-up,4.325420920413963e-06,12.28680926916221,151.75439479494284,"['NQO1', 'GPX2', 'LDHA', 'GCLC', 'SRXN1', 'GSR', 'GCLM']",0.000696768891744945,DrugMatrix
46,47,Thioridazine-63 mg/kg in Corn Oil-Rat-Heart-1d-dn,5.143149030622681e-06,11.954285218598196,145.5774326478654,"['EHD2', 'LDHA', 'GPX3', 'VIM', 'APOE', 'GCLM', 'SEPP1']",0.0007419509136422215,DrugMatrix
47,48,Zileuton-450 mg/kg in Corn Oil-Rat-Liver-1d-up,5.665627206523337e-06,11.772129186602871,142.22018696449183,"['NQO1', 'GPX2', 'GCLC', 'SRXN1', 'GSR', 'GCLM', 'SEPP1']",0.0007419509136422215,DrugMatrix
