,rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database
0,1,Thyroid hormone synthesis,5.988446718354355e-11,70.62474645030426,1662.407936249919,"['DUOX1', 'TPO', 'GPX6', 'GPX5', 'ALB', 'GPX7', 'DUOX2']",5.329717579335376e-09,KEGG_2021_Human
1,2,Pathways of neurodegeneration,1.1866822826986771e-07,13.947067238912732,222.41296403385155,"['PSMB5', 'NOS2', 'GPX6', 'GPX5', 'GPX7', 'NOX4', 'PARK7', 'PTGS2', 'SOD1']",5.280736158009113e-06,KEGG_2021_Human
2,3,Peroxisome,3.493183254463367e-07,41.65689149560117,619.3247624048639,"['PRDX5', 'NOS2', 'PRDX1', 'SOD2', 'SOD1']",1.0363110321574657e-05,KEGG_2021_Human
3,4,Arachidonic acid metabolism,4.287354855514025e-06,43.655701754385966,539.5775149211091,"['GPX6', 'GPX5', 'GPX7', 'PTGS2']",9.539364553518706e-05,KEGG_2021_Human
4,5,Huntington disease,1.616215643584238e-05,13.109333333333334,144.63315188493115,"['PSMB5', 'GPX6', 'GPX5', 'GPX7', 'SOD2', 'SOD1']",0.0002876863845579944,KEGG_2021_Human
5,6,Amyotrophic lateral sclerosis,4.2818629430201335e-05,10.953072625698324,110.1718893691792,"['PSMB5', 'NOS2', 'GPX6', 'GPX5', 'GPX7', 'SOD1']",0.0006351430032146532,KEGG_2021_Human
6,7,Prion disease,0.00012179590354232322,11.853635050553683,106.83875476174359,"['PSMB5', 'CCL5', 'CYBA', 'SOD1', 'HSPA1A']",0.001548547916466681,KEGG_2021_Human
7,8,Glutathione metabolism,0.00014657894246957132,33.51851851851852,295.89968549860976,"['GPX6', 'GPX5', 'GPX7']",0.001630690734973981,KEGG_2021_Human
8,9,Leishmaniasis,0.00035750939976629076,24.434889434889435,193.92380796452403,"['NOS2', 'CYBA', 'PTGS2']",0.003535370731022209,KEGG_2021_Human
9,10,Lipid and atherosclerosis,0.000584103226552481,11.702014218009479,87.12656087053861,"['CCL5', 'CYBA', 'SOD2', 'HSPA1A']",0.005198518716317081,KEGG_2021_Human
10,11,Longevity regulating pathway,0.0008136745080742181,18.241505968778696,129.76916392509293,"['SOD2', 'SOD1', 'HSPA1A']",0.006583366474418675,KEGG_2021_Human
11,12,Drug metabolism,0.0009603520787532631,17.193939393939395,119.46711181581095,"['FMO2', 'HPRT1', 'MPO']",0.007122611250753368,KEGG_2021_Human
12,13,Ferroptosis,0.0024715423197367047,30.052790346907994,180.40428292254487,"['FTH1', 'HMOX1']",0.01692055895819744,KEGG_2021_Human
13,14,Alzheimer disease,0.004213499715576278,6.711986301369863,36.71095194085766,"['PSMB5', 'NOS2', 'NOX4', 'PTGS2']",0.026785819620449194,KEGG_2021_Human
14,15,Mineral absorption,0.005221780095376256,20.188640973630832,106.0896310598831,"['FTH1', 'HMOX1']",0.030982561899232455,KEGG_2021_Human
