,rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database
0,1,NADPH oxidase complex (GO:0043020),4.329634355139638e-09,311.8125,6004.817381563584,"['DUOX1', 'NOX4', 'CYBA', 'DUOX2']",3.550300171214503e-07,GO_Cellular_Component_2021
1,2,intracellular organelle lumen (GO:0070013),1.5271394656602135e-08,11.440191387559809,205.89237786393605,"['PRDX5', 'PRDX4', 'FTH1', 'KRT1', 'ALB', 'NUDT1', 'GPX7', 'SOD2', 'PTGS2', 'B2M', 'SOD1', 'HSPA1A']",6.261271809206875e-07,GO_Cellular_Component_2021
2,3,ficolin-1-rich granule lumen (GO:1904813),6.8899536700235e-05,20.845588235294116,199.76037669420836,"['PRDX4', 'FTH1', 'KRT1', 'HSPA1A']",0.0018832540031397567,GO_Cellular_Component_2021
3,4,ficolin-1-rich granule (GO:0101002),0.0003244435289540231,13.738888888888889,110.3699771096139,"['PRDX4', 'FTH1', 'KRT1', 'HSPA1A']",0.006651092343557473,GO_Cellular_Component_2021
4,5,phagocytic vesicle (GO:0045335),0.0007681770335999374,18.619493908153704,133.5295206771706,"['CYBA', 'MPO', 'B2M']",0.012598103351038972,GO_Cellular_Component_2021
5,6,peroxisome (GO:0005777),0.001566753424826398,14.428363636363637,93.18918906140004,"['PRDX5', 'NOS2', 'SOD1']",0.01945511450512084,GO_Cellular_Component_2021
6,7,endoplasmic reticulum lumen (GO:0005788),0.001660802457754218,8.755782918149466,56.04098917373497,"['ALB', 'GPX7', 'PTGS2', 'B2M']",0.01945511450512084,GO_Cellular_Component_2021
7,8,secretory granule lumen (GO:0034774),0.0024178105071528196,7.873397435897436,47.43637629039035,"['PRDX4', 'ALB', 'MPO', 'B2M']",0.0247825576983164,GO_Cellular_Component_2021
8,9,phagocytic vesicle membrane (GO:0030670),0.00297049023593774,27.251709986320108,158.57847101200235,"['CYBA', 'B2M']",0.025495524203709496,GO_Cellular_Component_2021
9,10,tertiary granule (GO:0070820),0.0031690327752465384,11.181818181818182,64.34385902472528,"['FTH1', 'CYBA', 'B2M']",0.025495524203709496,GO_Cellular_Component_2021
10,11,mitochondrial matrix (GO:0005759),0.003420131295619567,7.129360465116279,40.48105296285136,"['PRDX5', 'NUDT1', 'SOD2', 'SOD1']",0.025495524203709496,GO_Cellular_Component_2021
11,12,tertiary granule lumen (GO:1904724),0.004405748557315177,22.098779134295228,119.88245371315708,"['FTH1', 'B2M']",0.03010594847498704,GO_Cellular_Component_2021
12,13,nucleus (GO:0005634),0.007598079383183112,2.4765847265287855,12.08538618975061,"['NOS2', 'KRT1', 'NUDT1', 'PARK7', 'MPO', 'SOD1', 'PRDX5', 'PRDX4', 'PSMB5', 'FTH1', 'PRDX1', 'ALB', 'NOX4', 'HMOX1', 'HSPA1A']",0.043259608799194785,GO_Cellular_Component_2021
13,14,endoplasmic reticulum membrane (GO:0005789),0.008519349290901614,4.393165122963909,20.935256359899142,"['NOX4', 'HMOX1', 'FMO2', 'CYBA', 'PTGS2']",0.043259608799194785,GO_Cellular_Component_2021
