,rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database
0,1,Clotrimazole-52 mg/kg in Corn Oil-Rat-Liver-3d-up,3.6707949913589186e-11,28.7004662004662,689.6155987455189,"['TXN1', 'PRDX2', 'PRDX4', 'FTH1', 'PRDX1', 'ALB', 'HMOX1', 'PARK7', 'SOD2', 'SOD1']",2.764108628493266e-07,DrugMatrix
1,2,Sulconazole-40 uM in DMSO-Rat-Primary rat hepatocytes-1d-dn,1.680226636237421e-10,24.384615384615383,548.8226423894761,"['TXN1', 'PRDX2', 'PRDX4', 'FTH1', 'PRDX1', 'ALB', 'HMOX1', 'PARK7', 'SOD2', 'SOD1']",6.32605328543389e-07,DrugMatrix
2,3,Busulfan-9 mg/kg in Corn Oil-Rat-Liver-0.25d-dn,6.424000347715205e-09,25.292761050608583,477.10303766648224,"['TXN1', 'PRDX4', 'FTH1', 'PRDX1', 'ALB', 'PARK7', 'SOD2', 'SOD1']",1.6124240872765164e-05,DrugMatrix
3,4,Clotrimazole-52 mg/kg in Corn Oil-Rat-Liver-5d-up,2.16940751918628e-08,21.485278080697928,379.1340865710617,"['TXN1', 'PRDX4', 'FTH1', 'PRDX1', 'ALB', 'PARK7', 'SOD2', 'SOD1']",4.083909654868172e-05,DrugMatrix
4,5,Sulconazole-40 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-dn,3.876479823725956e-08,19.869762746087833,339.0924684400406,"['TXN1', 'PRDX2', 'FTH1', 'PRDX1', 'ALB', 'HMOX1', 'SOD2', 'SOD1']",5.8379786145312895e-05,DrugMatrix
5,6,Acyclovir-330 mg/kg in Saline-Rat-Liver-3d-dn,4.780110386327197e-08,19.31566028473245,325.58896327316194,"['PRDX2', 'PRDX4', 'NOS2', 'FTH1', 'PRDX1', 'PARK7', 'SOD2', 'SOD1']",5.930186128083633e-05,DrugMatrix
6,7,Tacrine-24 mg/kg in Water-Rat-Liver-1d-dn,6.801981846469479e-08,18.41592505854801,303.92660643635986,"['TXN1', 'PRDX2', 'PRDX4', 'FTH1', 'ALB', 'PARK7', 'SOD2', 'SOD1']",5.930186128083633e-05,DrugMatrix
7,8,Risperidone-400 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-dn,6.971047876760626e-08,18.354808590102706,302.4673340754663,"['TXN1', 'PRDX2', 'PRDX4', 'FTH1', 'PRDX1', 'HMOX1', 'PARK7', 'SOD2']",5.930186128083633e-05,DrugMatrix
8,9,Carvedilol-50 uM in DMSO-Rat-Primary rat hepatocytes-1d-dn,7.684049574257367e-08,18.114285714285714,296.7397881737299,"['TXN1', 'PRDX2', 'FTH1', 'PRDX1', 'ALB', 'HMOX1', 'PARK7', 'SOD1']",5.930186128083633e-05,DrugMatrix
9,10,Clonazepam-2500 mg/kg in CMC-Rat-Liver-1d-up,8.063515200045898e-08,17.996336996336996,293.94013171066086,"['PRDX2', 'FTH1', 'PRDX1', 'ALB', 'HMOX1', 'PARK7', 'SOD2', 'SOD1']",5.930186128083633e-05,DrugMatrix
10,11,Valdecoxib-450 uM in DMSO-Rat-Primary rat hepatocytes-1d-dn,8.662954503176623e-08,17.822222222222223,289.81829289237055,"['TXN1', 'PRDX2', 'PRDX1', 'ALB', 'HMOX1', 'PARK7', 'SOD2', 'SOD1']",5.930186128083633e-05,DrugMatrix
11,12,Fluoxetine-52 mg/kg in CMC-Rat-Liver-1d-up,1.0212864391003926e-07,17.428571428571427,280.5482825185112,"['PRDX2', 'PRDX4', 'FTH1', 'PRDX1', 'ALB', 'PARK7', 'SOD2', 'SOD1']",6.160148399482104e-05,DrugMatrix
12,13,Dexamethasone-456 uM in DMSO-Rat-Primary rat hepatocytes-1d-dn,1.0697302959989057e-07,17.319223985890652,277.9854795481084,"['TXN1', 'PRDX2', 'PRDX4', 'PRDX1', 'ALB', 'HMOX1', 'SOD2', 'SOD1']",6.160148399482104e-05,DrugMatrix
13,14,Dipyridamole-750 mg/kg in CMC-Rat-Liver-1d-up,1.1461019386168792e-07,17.157710790738314,274.20988557548696,"['TXN1', 'PRDX2', 'PRDX4', 'FTH1', 'PRDX1', 'ALB', 'SOD2', 'SOD1']",6.160148399482104e-05,DrugMatrix
14,15,Nimesulide-61.7 uM in DMSO-Rat-Primary rat hepatocytes-1d-dn,1.227121195115957e-07,16.9991341991342,270.5144423249913,"['TXN1', 'PRDX2', 'PRDX4', 'FTH1', 'PRDX1', 'ALB', 'PARK7', 'SOD1']",6.160148399482104e-05,DrugMatrix
15,16,Clotrimazole-60 uM in DMSO-Rat-Primary rat hepatocytes-0.67d-dn,3.058990015409626e-07,15.006510915358101,225.09782654800733,"['TXN1', 'PRDX2', 'PRDX4', 'FTH1', 'ALB', 'PARK7', 'SOD2', 'SOD1']",0.00012002602940493865,DrugMatrix
16,17,Nortriptyline-63 mg/kg in Water-Rat-Heart-3d-up,3.6872344901144283e-07,18.656254225828263,276.35917834610746,"['TXN1', 'PRDX2', 'CCL5', 'FTH1', 'PRDX1', 'SOD2', 'SOD1']",0.00012002602940493865,DrugMatrix
17,18,Quinapril-2500 mg/kg in CMC-Rat-Kidney-1d-up,5.496224014249671e-07,17.54052678457819,252.82975536832902,"['TXN1', 'PRDX2', 'PRDX1', 'HMOX1', 'PARK7', 'SOD2', 'SOD1']",0.00012002602940493865,DrugMatrix
18,19,Modafinil-17.5 mg/kg in Saline-Rat-Liver-3d-up,5.907259260642634e-07,17.345834382079033,248.7724592971928,"['TXN1', 'PRDX2', 'PRDX4', 'FTH1', 'PRDX1', 'ALB', 'PARK7']",0.00012002602940493865,DrugMatrix
19,20,Sulfaphenazole-1695 mg/kg in Water-Rat-Liver-1d-up,6.049889952887331e-07,17.281880877742946,247.44293073894244,"['TXN1', 'PRDX2', 'FTH1', 'PRDX1', 'ALB', 'HMOX1', 'SOD1']",0.00012002602940493865,DrugMatrix
20,21,Mifepristone-300 mg/kg in Corn Oil-Rat-Liver-3d-up,6.195407023745492e-07,17.2183908045977,246.12462734731164,"['TXN1', 'PRDX2', 'FTH1', 'PRDX1', 'HMOX1', 'SOD2', 'SOD1']",0.00012002602940493865,DrugMatrix
21,22,Trans-Platinum(II)Diammine Dichloride-0.5 mg/kg in Saline-Rat-Kidney-5d-dn,6.495288857584592e-07,17.09278094765567,243.52116685605034,"['TXN1', 'FTH1', 'PRDX1', 'ALB', 'PARK7', 'SOD2', 'SOD1']",0.00012002602940493865,DrugMatrix
22,23,Clarithromycin-476 mg/kg in Water-Rat-Liver-0.25d-dn,6.649749341672146e-07,17.03065134099617,242.23575018380308,"['TXN1', 'PRDX2', 'PRDX4', 'FTH1', 'PRDX1', 'ALB', 'SOD1']",0.00012002602940493865,DrugMatrix
23,24,Econazole-334 mg/kg in Corn Oil-Rat-Liver-3d-up,6.807287652879828e-07,16.96896551724138,240.96103946531858,"['TXN1', 'PRDX2', 'FTH1', 'PRDX1', 'HMOX1', 'SOD2', 'SOD1']",0.00012002602940493865,DrugMatrix
