,rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database
0,1,hydrogen peroxide metabolic process (GO:0042743),1.766183191225669e-21,403.7449392712551,19293.140118195042,"['DUOX1', 'PRDX2', 'PRDX5', 'PRDX4', 'PRDX1', 'CYBA', 'PARK7', 'MPO', 'DUOX2', 'SOD1']",1.2893137295947385e-18,GO_Biological_Process_2021
1,2,superoxide metabolic process (GO:0006801),1.8217089324119106e-18,289.0,11804.712668818853,"['DUOX1', 'PRDX2', 'NOS2', 'PRDX1', 'NOX4', 'CYBA', 'SOD2', 'DUOX2', 'SOD1']",5.547774562675274e-16,GO_Biological_Process_2021
2,3,cellular response to oxidative stress (GO:0034599),2.279907354524085e-18,87.83628318584071,3568.1203547861073,"['PRDX2', 'PRDX5', 'PRDX1', 'GPX5', 'GPX7', 'NOX4', 'HMOX1', 'CYBA', 'PARK7', 'SOD2', 'SOD1', 'HSPA1A']",5.547774562675274e-16,GO_Biological_Process_2021
3,4,cellular response to chemical stress (GO:0062197),1.6817619616773368e-17,97.16177777777777,3752.7866631880693,"['PRDX2', 'PRDX5', 'PRDX1', 'GPX5', 'GPX7', 'NOX4', 'CYBA', 'PARK7', 'SOD2', 'SOD1', 'HSPA1A']",3.0692155800611397e-15,GO_Biological_Process_2021
4,5,hydrogen peroxide biosynthetic process (GO:0050665),1.3220413709354004e-10,1247.625,28379.319017997786,"['DUOX1', 'CYBA', 'DUOX2', 'SOD1']",1.9301804015656845e-08,GO_Biological_Process_2021
5,6,hydrogen peroxide catabolic process (GO:0042744),2.818638434322329e-10,201.08870967741936,4421.8596843007745,"['PRDX2', 'PRDX5', 'PRDX4', 'PRDX1', 'MPO']",3.429343428425501e-08,GO_Biological_Process_2021
6,7,removal of superoxide radicals (GO:0019430),1.8414970168755972e-09,415.7916666666667,8362.68764886976,"['PRDX2', 'PRDX1', 'SOD2', 'SOD1']",1.9204183175988373e-07,GO_Biological_Process_2021
7,8,cellular response to superoxide (GO:0071451),2.890101111464904e-09,356.375,7007.036108542208,"['PRDX2', 'PRDX1', 'SOD2', 'SOD1']",2.637217264211725e-07,GO_Biological_Process_2021
8,9,retina homeostasis (GO:0001895),5.121885291986233e-09,103.70967741935483,1979.7911139137705,"['PRDX1', 'KRT1', 'ALB', 'B2M', 'SOD1']",4.1544180701666115e-07,GO_Biological_Process_2021
9,10,superoxide anion generation (GO:0042554),1.1893716093035494e-08,226.73863636363637,4137.357860219606,"['DUOX1', 'NOX4', 'CYBA', 'DUOX2']",8.682412747915911e-07,GO_Biological_Process_2021
10,11,cytokine-mediated signaling pathway (GO:0019221),9.498800646679346e-08,12.182424776532796,196.9839026095972,"['DUOX1', 'PSMB5', 'NOS2', 'CCL5', 'HMOX1', 'SOD2', 'PTGS2', 'B2M', 'DUOX2', 'SOD1']",6.30374952006902e-06,GO_Biological_Process_2021
11,12,thyroid hormone generation (GO:0006590),1.165114570912483e-06,201.56565656565655,2753.929308405045,"['DUOX1', 'TPO', 'DUOX2']",7.087780306384271e-05,GO_Biological_Process_2021
12,13,negative regulation of apoptotic process (GO:0043066),1.8797315989825195e-06,11.67235699311171,153.89280827619376,"['PRDX2', 'PRDX5', 'ALB', 'PARK7', 'SOD2', 'MPO', 'SOD1', 'HSPA1A']",9.9602475509361e-05,GO_Biological_Process_2021
13,14,positive regulation of cytokine production (GO:0001819),1.9101844618233616e-06,14.450378469301935,190.28707404781252,"['NOS2', 'HMOX1', 'CYBA', 'PARK7', 'PTGS2', 'SOD1', 'HSPA1A']",9.9602475509361e-05,GO_Biological_Process_2021
14,15,response to reactive oxygen species (GO:0000302),3.748715752488803e-06,45.247727272727275,565.3295045539002,"['PRDX5', 'HMOX1', 'SOD2', 'SOD1']",0.00018243749995445506,GO_Biological_Process_2021
15,16,iron ion homeostasis (GO:0055072),4.287354855514025e-06,43.655701754385966,539.5775149211091,"['FTH1', 'HMOX1', 'B2M', 'SOD1']",0.00019561056528282742,GO_Biological_Process_2021
16,17,protein tetramerization (GO:0051262),7.881090984098276e-06,37.12126865671642,436.2136692618441,"['KRT1', 'HPRT1', 'SOD2', 'B2M']",0.000338423318728926,GO_Biological_Process_2021
17,18,neutrophil degranulation (GO:0043312),2.0317535774530297e-05,9.925069111014114,107.23070684665593,"['PRDX4', 'FTH1', 'KRT1', 'CYBA', 'MPO', 'B2M', 'HSPA1A']",0.0008136898397127011,GO_Biological_Process_2021
18,19,neutrophil activation involved in immune response (GO:0002283),2.1427694421021465e-05,9.83999422882701,105.78806914839525,"['PRDX4', 'FTH1', 'KRT1', 'CYBA', 'MPO', 'B2M', 'HSPA1A']",0.0008136898397127011,GO_Biological_Process_2021
19,20,neutrophil mediated immunity (GO:0002446),2.229287232089592e-05,9.777116639185605,104.7250776119669,"['PRDX4', 'FTH1', 'KRT1', 'CYBA', 'MPO', 'B2M', 'HSPA1A']",0.0008136898397127011,GO_Biological_Process_2021
20,21,negative regulation of cell population proliferation (GO:0008285),5.359766211597748e-05,10.50455764075067,103.30187349724191,"['FTH1', 'NOX4', 'HMOX1', 'SOD2', 'B2M', 'HSPA1A']",0.0017515500044070194,GO_Biological_Process_2021
21,22,inflammatory response (GO:0006954),5.427658637500938e-05,14.149820788530466,138.97129912969098,"['PRDX5', 'NOS2', 'CCL5', 'NOX4', 'CYBA']",0.0017515500044070194,GO_Biological_Process_2021
22,23,negative regulation of programmed cell death (GO:0043069),5.5185822056659514e-05,10.447466666666667,102.43536802470152,"['PRDX2', 'PRDX5', 'ALB', 'PARK7', 'MPO', 'HSPA1A']",0.0017515500044070194,GO_Biological_Process_2021
23,24,response to hydrogen peroxide (GO:0042542),9.321226877020766e-05,39.36363636363637,365.3193920089891,"['HMOX1', 'PARK7', 'SOD1']",0.0028352065084271496,GO_Biological_Process_2021
24,25,protein homotetramerization (GO:0051289),0.00011139657298191172,36.94805194805195,336.31646510752483,"['HPRT1', 'SOD2', 'B2M']",0.0031587875477345788,GO_Biological_Process_2021
25,26,peptidyl-cysteine modification (GO:0018198),0.00011250476197410829,167.7058823529412,1524.868252317394,"['NOS2', 'PARK7']",0.0031587875477345788,GO_Biological_Process_2021
26,27,cellular iron ion homeostasis (GO:0006879),0.00015438335924143848,32.90743801652893,288.7980355988913,"['FTH1', 'HMOX1', 'SOD1']",0.004174068601712966,GO_Biological_Process_2021
27,28,positive regulation of interleukin-8 production (GO:0032757),0.00017940461925568406,31.20062695924765,269.13245410871957,"['NOS2', 'PARK7', 'HSPA1A']",0.004677334716308906,GO_Biological_Process_2021
28,29,cellular response to cytokine stimulus (GO:0071345),0.00020015737032543784,8.188235294117646,69.73434150399258,"['DUOX1', 'NOS2', 'CCL5', 'HMOX1', 'PTGS2', 'DUOX2']",0.005035069123256478,GO_Biological_Process_2021
29,30,negative regulation of intrinsic apoptotic signaling pathway (GO:2001243),0.00020692064890095115,29.661698956780924,251.62538829290747,"['PARK7', 'SOD2', 'HSPA1A']",0.005035069123256478,GO_Biological_Process_2021
30,31,negative regulation of neuron apoptotic process (GO:0043524),0.0002814127134377623,26.59893048128342,217.4645630011637,"['PARK7', 'SOD2', 'SOD1']",0.006100528120577699,GO_Biological_Process_2021
31,32,heart process (GO:0003015),0.000282782621321006,97.80392156862744,799.139419708988,"['NOX4', 'SOD1']",0.006100528120577699,GO_Biological_Process_2021
32,33,vasodilation (GO:0042311),0.000282782621321006,97.80392156862744,799.139419708988,"['SOD2', 'SOD1']",0.006100528120577699,GO_Biological_Process_2021
33,34,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",0.00030547785732446545,25.836363636363636,209.11005209887384,"['PSMB5', 'CYBA', 'B2M']",0.006100528120577699,GO_Biological_Process_2021
34,35,regulation of apoptotic process (GO:0042981),0.0003065526564354444,6.314942528735632,51.08864928049302,"['PRDX2', 'PRDX5', 'ALB', 'PARK7', 'MPO', 'SOD1', 'HSPA1A']",0.006100528120577699,GO_Biological_Process_2021
35,36,positive regulation of acute inflammatory response (GO:0002675),0.0003259186256199044,90.27601809954751,724.8137654755144,"['PARK7', 'PTGS2']",0.006100528120577699,GO_Biological_Process_2021
36,37,positive regulation of cell killing (GO:0031343),0.0003259186256199044,90.27601809954751,724.8137654755144,"['NOS2', 'CYBA']",0.006100528120577699,GO_Biological_Process_2021
